ID,Crop Name,N (kg/ha),P (kg/ha),K (kg/ha),Temp (°C),Rain (mm),Hum (%),pH,Best Soil Types
1318,Guava,79.8,40.9,64.8,32.17,1230.5,67.8,5.65,Loamy
1319,Rajma,91,72,42.5,23.21,660.5,73.4,6.09,Loamy
1320,Tea (Clone),169.5,34.4,63.7,28.17,2342.3,92.7,5,Laterite
1321,Sunflower,83.6,79.4,42.6,20.63,505.7,73.8,7.8,Alluvial
1322,Oil Palm,167.3,83,191.3,25.2,2580.6,77.2,6.08,Coastal
1323,Nutmeg,91.6,41.9,89,28.93,2747.9,80.5,5.88,Coastal
1324,Bamboo,140.3,70.6,127.8,30.25,1618.4,68.8,5.61,Alluvial
1325,Black Gram,27,46.3,39.1,31.4,721.1,72.3,7.29,Black
1326,Chironji,33.3,35.7,34.3,32.71,704.2,56.3,7.32,Red
1327,Lettuce,94.2,55.6,44.1,14.12,493.8,63.2,6.44,Peaty
1328,Watermelon,60.8,70.1,94.4,27.8,523.5,53.6,6.11,Arid/Desert
1329,Barnyard Millet,38.5,24.3,21.4,27.62,773.2,52,6.86,Red
1330,Castor Seed,62.3,45.4,39.3,31.23,893.1,40.1,6.14,Sandy Loam
1331,Potato,154.4,128.6,170.9,22.46,805.7,79.1,5.25,Peaty
1332,Sesame,40.7,20.1,24.6,25.73,472.2,51,5.58,Red
1333,Broccoli,133.2,89.2,81.1,17.19,565.9,61.9,6.41,Loamy
1334,Green Gram,35,41.6,27.1,32.74,507.4,65.9,6.93,Alluvial
1335,Kodo Millet,30.5,21,23.4,25.84,403.3,54.4,6.22,Gravelly
1336,Oats,96.1,42.8,44.1,20.1,793.9,58,6.18,Alluvial
1337,Shatavari,56.5,57.7,50.4,31.94,936.6,52,7.41,Alluvial
1338,Wheat,131.1,63.2,46.9,19.06,677.6,49.3,7.43,Black
1339,Litchi,141.5,77.3,115.1,30.21,1205.7,69,6.61,Forest
1340,Maize (Corn),138.8,63.9,53.7,21.77,848.6,71.7,6.07,Red
1341,Tulsi,63,47.5,49.6,24.92,1019.6,61.8,6.38,Alluvial
1342,Jowar,83.3,46.3,42.5,28.33,434.2,43.9,8.34,Loamy
1343,Rubber,98.6,54.3,99.3,27.79,3322.2,78.8,4.53,Laterite
1344,Jasmine,101.6,119.7,110.5,29,1893,87.6,7.09,Red
1345,Tobacco,107.7,51.8,142.2,24.21,1182.3,76.2,5.84,Sandy
1346,Capsicum,104.5,90.7,109.1,26.3,749.7,77.1,6.58,Loamy
1347,Spinach,87.2,58,47.9,8.55,692.8,62.6,6.05,Peaty
1348,Taramira,40.7,37.2,21.9,13.55,445.5,41.2,7.36,Arid/Desert
1349,Apricot,130.8,77.1,81,-0.77,678.6,63.2,7.37,Mountain
1350,Rubber,119.2,76.7,116.7,31.92,2711.9,90.9,5.73,Laterite
1351,Opium Poppy,82,75.4,77.7,18.12,554.9,50.7,6.71,Alluvial
1352,Horse Gram,26.7,39.3,26.2,30.56,786,48.3,7.4,Laterite
1353,Hemp (Mesta),78.9,32.3,58.3,29.26,847,84.5,7.49,Alluvial
1354,Stevia,91.7,64.6,79.3,20.78,1622.8,77.8,6.61,Red
1355,Safflower,58,41.5,29.4,26.71,430.6,50.7,7.12,Saline
1356,Proso Millet,38.3,20.6,23.1,23.27,532,46.5,6.16,Sandy
1357,Pineapple,138.3,48.4,144.3,23.19,1621.7,85.4,5.44,Laterite
1358,Aloe Vera,30.8,34.9,26.7,21.87,410.2,38.8,7.65,Sandy
1359,Chickpea,26.1,53.4,28.7,22.42,491.3,44.6,7.02,Loamy
1360,Ginger,113.3,60.3,117.4,27.17,2151.7,89.9,6.49,Red
1361,Sugarcane,272.7,118.3,116,31.39,2259.2,76.9,7.1,Red
1362,Plum,105.9,75.7,95.5,20.38,1119.5,66.2,6.35,Forest
1363,Green Gram,37.9,43.1,26.7,33.78,587.1,66.5,6.97,Red
1364,Mushrooms,17.9,6.8,7.5,22.57,0,80.9,7.49,Peaty/Organic Waste
1365,Cotton,127.5,62,50.7,26.77,1171.7,47.9,6.49,Alluvial
1366,Nutmeg,90.1,55.4,88.7,31.09,2672.4,90.9,6.28,Coastal
1367,Bottle Gourd,78.8,59.2,61.8,27.92,607.2,55.6,6.5,Red
1368,Fig,69.9,49.3,95.7,27.4,601.6,47.8,8.16,Sandy
1369,Sugarcane,271.1,114.1,140.3,29.49,1729.3,75.8,6.63,Red
1370,Date Palm,83.8,46,91.1,25.21,141.1,20.6,8.22,Sandy
1371,Wheat,123.4,60.2,55.6,20.53,631.8,51.5,6.11,Loamy
1372,Pumpkin,66.8,49.5,68.1,26.25,721,65.7,7.41,Alluvial
1373,Dragon Fruit,63.7,46.1,84.4,22.32,1009.5,65.6,5.68,Laterite
1374,Makhana,61.3,46.7,59.7,31.52,2425.1,87.3,6.79,Peaty
1375,Bajra,71.3,36.5,38.3,25.04,423.4,37.9,7.37,Alluvial
1376,Pineapple,101.1,58.5,103.4,22.37,1762.4,79.3,4.76,Red
1377,Betel Vine,193.7,149.7,105.3,25.67,1968.6,80.8,6.7,Red
1378,Sesame,50,39.6,30.2,31.79,549.9,60.1,6.86,Red
1379,Coffee,115.2,50.9,138.2,23.4,2266,73.9,5.11,Red
1380,Dragon Fruit,64.8,54.1,87.9,31.36,837.6,56.1,6.28,Loamy
1381,Pear,124.5,62.4,118.2,17.55,1136.8,63.5,6.33,Loamy
1382,Fig,65.4,41,82.8,23.8,483.3,45.1,7.48,Saline
1383,Moth Beans,20.7,39.8,20.5,37.07,372.9,39.1,7.26,Arid/Desert
1384,Rapeseed,87.1,46.5,37,9.56,605.4,48.2,6.32,Loamy
1385,Potato,179.8,134.2,169.9,17.07,574.3,68.4,5.13,Sandy Loam
1386,Black Gram,33.6,58.4,20.6,31.32,819.2,71.6,7.17,Loamy
1387,Horse Gram,27.7,33.7,22.8,23.44,729.7,42.6,6.61,Laterite
1388,Cauliflower,141.4,80.4,88.8,17.69,717.7,77.8,6.83,Alluvial
1389,Amaranth,51.8,34.3,39.3,20.66,744.4,51.2,7.08,Alluvial
1390,Little Millet,34.9,20.5,20.6,25.71,689.6,57.6,7.08,Sandy
1391,Ash Gourd,67.9,56.7,79.1,29.24,802.8,70,7.22,Red
1392,Fenugreek,43.2,56.5,23.5,16.34,794.3,61.1,7.88,Alluvial
1393,Ash Gourd,74.8,40.6,61.1,25.54,508.2,71.4,7.14,Red
1394,Neem,56.6,37.8,45.8,38.57,552.8,44.2,6.82,Sandy
1395,Jute,80.1,42.6,58.1,29.01,1954.8,83.7,5.48,Alluvial
1396,Sunflower,81.6,72.8,48.4,20.36,647.8,66.8,6.79,Loamy
1397,Oil Palm,196.3,116.6,195.1,33.07,2782.6,76.4,6.43,Laterite
1398,Sesame,46.4,22.7,31.4,22.54,652.8,59.6,6.82,Red
1399,Wheat,135.5,60.9,48.7,23.84,613.1,58.1,6.94,Alluvial
1400,Horse Gram,23.4,32,23,27.32,590.4,55.2,6.56,Laterite
1401,Ragi,67.2,31,32.1,25.04,786.3,70.6,6.86,Sandy
1402,Vanilla,82.3,57.1,92.4,28.25,2581.6,76.4,6.45,Laterite
1403,Cowpea,34,47.2,36.6,22.37,839,64.7,7.22,Alluvial
1404,Date Palm,101.2,54.2,99.3,27.26,274.9,38.7,7.88,Arid/Desert
1405,Oil Palm,193.9,99.9,250,24.04,3031.3,82,5.15,Laterite
1406,Sapota,100.7,74.2,82.3,29.93,1913.4,77.7,6.46,Red
1407,Mentha,140.7,58.1,51.7,25.18,1483.4,82.4,7.03,Loamy
1408,Bottle Gourd,69.8,52.9,65.1,34.13,807.1,74,7.28,Alluvial
1409,Bitter Gourd,76.9,59.9,74,28.72,869.3,72.3,7.12,Alluvial
1410,Hemp (Mesta),73.9,48.2,40.1,33.09,715.2,66.5,7.22,Alluvial
1411,Amla,82.9,53.2,53.5,37.06,509.6,68.4,7.8,Alluvial
1412,Betel Vine,152.3,108.9,119.8,21.71,1672.5,84.8,6.6,Clayey
1413,Watermelon,67.4,75.9,98.2,29.13,408,60.1,6.3,Sandy
1414,Kalmegh,54.9,40.2,37.7,29.18,1508.2,67.7,6.47,Red
1415,Popcorn,139.4,77.2,45.3,25.3,561,58.4,6.4,Alluvial
1416,Potato,157.2,147.6,150.1,16.08,512.3,60.9,5.71,Alluvial
1417,Cashew Nut,78,36,45.2,28.56,1758.5,74.2,7.35,Red
1418,Nutmeg,88.5,58.4,80.3,22.54,2499.1,83.3,5.87,Coastal
1419,Makhana,68.7,45,56.5,27.09,2157.7,82.3,6.31,Marshy (Stagnant Water)
1420,Barnyard Millet,38.9,22.9,21.9,25.24,562.2,41.2,6.78,Red
1421,Betel Vine,185.4,138.4,119.1,34.33,1795.4,88.8,6.15,Clayey
1422,Mentha,140.1,51.8,56.6,22.51,1218.5,81.7,6.47,Loamy
1423,Ajwain,55.4,30.9,36.2,29.21,465.9,46.3,7.47,Sandy Loam
1424,Lentil,25,45.1,24.1,19.59,403.6,41.7,6.7,Loamy
1425,Neem,59.8,24.9,45.1,39.17,526.3,48.6,8.16,Saline
1426,Coffee,135.6,47.2,118.8,22.11,1596,73.6,5.2,Red
1427,Star Anise,64.2,52.2,48.9,18.3,2005.8,70.3,5.83,Sub-Montane
1428,Cinnamon,97,49.2,90.6,29.63,2734.7,79.3,5.11,Red
1429,Groundnut,37.2,71.2,61.3,31.37,579.5,65.2,6.48,Red
1430,Popcorn,146.1,75.2,54.4,30.51,687.9,70.1,6.24,Alluvial
1431,Neem,50.8,23.4,51.2,39.07,615.1,66.2,8.25,Saline
1432,Plum,145.9,79.2,100.4,0.32,723.1,62.3,5.81,Mountain
1433,Groundnut,44.9,54.9,67.6,21.83,999.8,62.9,6.62,Red
1434,Ridge Gourd,73.1,44.7,69.7,33.25,773.6,65,6.12,Red
1435,Ridge Gourd,64.5,48.7,61.6,30.7,517.3,66,6.83,Alluvial
1436,Capsicum,111.4,85.4,107.1,27.59,896.8,69.6,6.99,Loamy
1437,Foxtail Millet,55.6,27.2,20.9,20.84,722,46.8,7.05,Black
1438,Coriander,65.4,43.8,43.7,26.38,771.8,73.8,6.56,Loamy
1439,Fig,67.3,57.4,97.4,22.2,609.1,58.9,7.97,Alluvial
1440,Tamarind,43.9,43.7,53.3,25.71,903.9,62.8,6.17,Red
1441,Cotton,130.5,59.8,57.6,32.58,988.4,54,6.48,Laterite
1442,Linseed,76.2,43,40,25.59,578,57.1,6.54,Alluvial
1443,Tulsi,74.5,44.9,41.5,22.01,1346.4,75.4,7.18,Loamy
1444,Amla,83.5,52.3,50.4,38.9,677.1,66.7,7.65,Alluvial
1445,Neem,46.4,29.4,52.3,29.98,994.8,65.6,8.31,Sandy
1446,Kiwi,133.2,68.4,109.9,3.98,1148.2,65.9,5.75,Mountain
1447,Potato,152.8,102.6,187.3,22.23,754.1,78.7,5.62,Peaty
1448,Fennel,82.4,45.1,40.4,19.1,441.9,62.4,7.91,Loamy
1449,Proso Millet,39.2,21.7,20.3,20.49,481.7,46.9,6.03,Sandy
1450,Star Anise,70.9,59.5,49.7,18.9,1994.1,85.6,5.6,Forest
1451,Cinnamon,88.5,45.2,96.2,22.26,3139.4,78.9,5.58,Forest
1452,Apple,170.8,136.6,185.5,24.92,970.2,62.9,5.74,Mountain
1453,Ridge Gourd,65.6,42.2,69.8,34.68,640.6,57,7.03,Red
1454,Rubber,119.4,55.9,88.2,34.79,2409.7,77.6,5.9,Red
1455,Tea (Clone),170.7,43.5,87.9,17.96,3115.2,92,5.35,Laterite
1456,Amla,68.3,58.1,58.5,37.08,905,57.3,6.57,Alluvial
1457,Coriander,75.2,45,47.9,23.38,732.2,57.7,6.45,Alluvial
1458,Popcorn,121.8,69.6,53.6,21.52,521.5,68.2,6.83,Alluvial
1459,Isabgol,59.6,35.1,36.7,24.87,278.6,43.9,8.07,Alluvial
1460,Tulsi,61.2,41.8,43.3,21.02,1009.9,79.1,6.56,Red
1461,Nutmeg,82.3,43.4,85.3,27.52,2098.6,84.2,6.17,Coastal
1462,Moth Beans,23.4,32.1,22.1,36.46,405.4,42.5,8.21,Sandy
1463,Guar Seed,22.3,49.6,21.1,27.99,485.7,43.2,8.29,Sandy
1464,Litchi,105.4,71,112,28.75,1771.4,71.7,6.79,Alluvial
1465,Mustard,96.8,42.2,39.4,19.28,442.4,54.1,6.1,Loamy
1466,Carrot,99.3,68.9,109.4,13.78,786.6,78.3,6.26,Sandy Loam
1467,Coffee,115.6,44.4,112.8,22.07,1533.2,88.1,5.99,Forest
1468,Amla,69.6,40.3,59.2,29.69,946.3,69.4,7.18,Red
1469,Oil Palm,190,85.5,245.5,22.91,2852.2,82.3,6.3,Coastal
1470,Apricot,104.1,76.9,88.6,18.86,737.4,65.6,6.64,Mountain
1471,Buckwheat,50.3,32.6,29,6.72,682.9,66.8,6.26,Sub-Montane
1472,Chili,111.1,69.2,74.8,21.37,779.9,74.5,6.59,Loamy
1473,Mustard,97.6,48.5,24.2,23.66,737.8,41,6.13,Loamy
1474,Cotton,113.1,63.8,70.7,28.6,1042.7,57.3,6.97,Laterite
1475,Ashwagandha,36.3,50.1,21.3,25.72,566.8,48.5,8.34,Black
1476,Jasmine,103.3,110.3,108.9,27.17,1839.9,79.7,6.49,Alluvial
1477,Maize (Corn),138.4,73.4,44.2,23.84,658.7,56.4,6.97,Forest
1478,Wheat,101,68.1,44.8,14.43,623,45.3,6.83,Alluvial
1479,Grapes,123.9,177.5,245.5,36.37,558.8,63.7,6.65,Loamy
1480,Apricot,121.2,67.3,94.7,14.3,942.6,54.7,6.23,Karewa
1481,Bottle Gourd,70.2,56.9,73,25.3,733.8,59,7.44,Red
1482,Strawberry,114.4,116.7,128,21.9,985.7,66.1,5.66,Alluvial
1483,Pear,119.9,61,105.2,8.64,1100.8,64.2,6.17,Mountain
1484,Avocado,113.8,56.8,137.6,21.15,1111.3,66.7,5.52,Laterite
1485,Rubber,94.5,56.3,115.4,26.21,3365.8,83.1,4.88,Forest
1486,Kinnow,141.8,76.5,102.6,25.45,1179.6,66.7,7.37,Alluvial
1487,Guava,76.3,59.9,69.6,30.55,1469.2,56.5,7.08,Red
1488,Bajra,68.8,34.5,39,27.58,527.2,42.6,6.59,Arid/Desert
1489,Onion,113,73.9,86.5,21.94,781.5,53.4,6.8,Alluvial
1490,Sugarcane,212.7,92.6,102.5,31.43,1632.8,74.8,7.39,Alluvial
1491,Cabbage,133.1,85.3,84.5,16.8,606.2,71.3,6.46,Loamy
1492,Ber,50,47.2,58.9,28.57,309.5,42.4,7.59,Saline
1493,Green Gram,22.4,50,33.2,29.38,556.7,55.2,7.08,Loamy
1494,Apple,173.4,133.1,175.8,24.6,1037.3,71.7,6.71,Forest
1495,Cinnamon,92.6,57.7,97,28.86,3087.6,84.4,6.12,Red
1496,Rubber,96.2,74.2,113.4,27.34,3186.6,82.4,5.15,Red
1497,Rapeseed,91.2,43.3,32.4,13.27,621.6,40.6,6.06,Alluvial
1498,Indigo,47.9,41.3,40.2,28.41,1011.4,76.3,6.97,Loamy
1499,Saffron,89.9,56.8,62.6,0.97,576.2,53.5,6.98,Karewa Soil
1500,Walnuts,172.4,98.9,146.6,8.46,862.8,64.3,7.47,Karewa
1501,Fig,61.6,44.8,96,35.76,468.3,50.7,7.95,Sandy
1502,Muskmelon,79.9,64.2,90.8,35.58,582.7,56.3,6.51,Arid
1503,Linseed,68.6,49.6,39.5,25.66,747.7,62.1,7.16,Black
1504,Rubber,104.4,65.1,117,25.75,2080.5,86.9,5.02,Forest
1505,Mace,72,43.7,111.4,27.19,2229.6,77.4,6.91,Red
1506,Pineapple,124.6,43.9,122.2,22.79,1573.8,76.4,4.94,Laterite
1507,Ash Gourd,70.9,48.3,75.4,33.26,898.1,67.4,7.42,Sandy Loam
1508,Marigold,80.3,65.4,69.7,18.02,938.6,69.9,6.64,Red
1509,Cluster Bean,20.8,59.4,22.6,27.42,331.8,40.9,7.43,Arid
1510,Sunn Hemp,23.8,57.8,40,31.3,715,59.3,7.11,Loamy
1511,Rajma,94,62.6,47,24.71,873.3,61.2,6.05,Alluvial
1512,Mace,61.2,54.7,112.6,26.5,2817.1,80.1,6.54,Laterite
1513,Nutmeg,85.2,47.5,89.5,21.72,2666.3,77.5,5.95,Coastal
1514,Chickpea,23.8,54.8,21.1,24.68,564.3,31.1,7.27,Black
1515,Brahmi,60.7,41.6,43.4,25.33,2499.7,94.2,6.8,Alluvial
1516,Amla,87.7,52.6,44.9,29.97,968.4,65.1,8.33,Alluvial
1517,Fenugreek,48.1,44.6,20.8,21.39,671.8,69.8,7.18,Alluvial
1518,Cluster Bean,21.9,40.9,24.7,32.08,346.2,50.6,7.78,Arid
1519,Pomegranate,95.5,54.5,88.4,35.17,737.5,43.8,6.6,Sandy
1520,Toria,71.7,44.6,20.4,19.87,436.5,41.4,6.5,Loamy
1521,Neem,54.4,33.4,50.8,34.97,958.6,65.1,6.85,Red
1522,Kalmegh,46.3,39.1,49.9,30.71,1847.7,84.9,7.39,Red
1523,Cherry,121.3,96,138.8,20.07,896.7,62.8,6.84,Mountain
1524,Marigold,81.9,67.8,61,21.72,981.7,62.9,7.32,Red
1525,Guava,69.9,44.8,61.1,31.75,1226.1,68.5,7.03,Alluvial
1526,Black Pepper,142.7,56.9,197.7,30.53,2478.6,76.9,5.54,Forest
1527,Guar Seed,29.2,49.6,23.6,37.38,433,30.9,7.74,Arid/Desert
1528,Kalmegh,43.4,49.6,40.9,31.32,1085.4,70.9,7.08,Alluvial
1529,Amaranth,69.7,37.3,35.2,21.06,618,59.3,6.14,Red
1530,Okra,112.7,56.9,58.9,30.51,726.1,76.3,6.79,Loamy
1531,Amla,84.3,57.9,44,30.97,569.2,51.1,8.31,Red
1532,Green Gram,22.2,45,31.5,33.05,514.1,46.3,6.93,Red
1533,Cauliflower,133.6,99.9,80.9,17.04,777.5,69.4,6.93,Alluvial
1534,Apple,195.3,102.6,152.3,15.33,1209.5,64.3,5.56,Mountain
1535,Wood Apple,51.9,49.5,58.8,36.97,585,61.9,7.02,Alluvial
1536,Cowpea,26.4,53.3,27.7,33.1,692.2,51.3,6.83,Alluvial
1537,Sapota,91.3,75,104.1,31.92,1682,79.7,6.5,Alluvial
1538,Barley,68.8,31.5,21.1,6.72,449.4,54.6,8.27,Alluvial
1539,Pumpkin,68.2,42.9,62.5,32.55,544.3,64.5,6.48,Red
1540,Banana,248.6,63.1,226,29.82,2457.9,76.3,6.99,Loamy
1541,Brahmi,72.4,46.1,42.8,27.49,2736.2,89.5,7.16,Peaty/Marshy
1542,Popcorn,136.6,75.4,58,23.1,552.4,63.2,6.34,Alluvial
1543,Cherry,137.4,86.2,108.4,-5.85,986.3,74.6,6.74,Mountain
1544,Bottle Gourd,60.4,58.4,73.3,24.98,763.6,63.3,7.16,Red
1545,Betel Vine,199.4,140.1,130.9,25.63,2246.1,91.5,7.42,Red
1546,Pumpkin,74.7,40.6,61.3,25.53,774.2,72.5,7.31,Red
1547,Ginger,111.4,60.5,130.8,31.62,1759.2,75.8,5.87,Red
1548,Rapeseed,84.7,48.2,38,21.34,590.6,45.3,7.2,Loamy
1549,Mulberry,171.4,127,130.3,30.5,684.8,75.3,6.44,Red
1550,Tea,143.3,35.1,82.3,24.5,1834.2,89.8,5.47,Red
1551,Jowar,82.4,43.4,46.1,30.11,637.5,41.1,7.43,Alluvial
1552,Avocado,123.1,64.3,144.5,29.71,1598.3,64.4,5.27,Loamy
1553,Tomato,106.3,93.2,128.6,19.89,987.5,71.2,6.29,Alluvial
1554,Rajma,86.4,72.4,55.9,23.25,960.8,63.7,6.22,Loamy
1555,Coconut,339.5,300,1,31.96,2574.3,80.3,6.22,Alluvial
1556,Muskmelon,69.2,63.1,84.1,30.86,475.7,41,6.99,Alluvial
1557,Muskmelon,77.1,78.9,88.7,35.66,459.4,54.1,6.14,Arid
1558,Tobacco,109.4,68.6,143.7,27.55,829,76.1,5.71,Alluvial
1559,Mango,104.1,71.1,136.6,31.31,1139.2,56.1,6.11,Laterite
1560,Fenugreek,48.3,55,38.9,21.23,496.3,56.7,7.31,Alluvial
1561,Brahmi,62.2,43.5,48.2,28.88,1637.2,84.3,6.73,Peaty/Marshy
1562,Tamarind,41.4,48.6,63.6,32.48,1450.2,57,7.75,Gravelly
1563,Vanilla,85.5,53,92.1,26.19,2959.2,81.8,5.31,Laterite
1564,Ajwain,40.7,27.1,39,28.71,306.3,42.3,7.6,Sandy Loam
1565,Tea (Clone),164.6,48.7,79,23.77,1926.1,81.2,5.06,Red
1566,Safflower,48,58.2,25.7,31.23,442.2,46.5,7.06,Black
1567,French Bean,89.2,97.9,46.8,21.45,684.6,65.3,6.12,Loamy
1568,Little Millet,30.9,21.1,24.5,29.5,651.2,52.8,6.18,Gravelly
1569,Tulsi,73.7,44.3,49.5,34.39,1279.3,63.9,6.2,Alluvial
1570,Peach,114.7,72.9,81.2,14.91,1136.5,57.6,6.33,Forest
1571,Fig,64.8,58.8,97.4,36.83,459,52.8,6.85,Saline
1572,Broccoli,126.6,92.4,85.4,15.88,503.4,68.7,6.7,Alluvial
1573,Ragi,63,37.8,36.9,26.02,825.8,68.2,7.92,Sandy
1574,Sweet Potato,68.8,56.5,114.7,21.14,815.8,76.8,5.94,Alluvial
1575,Walnuts,190.8,109.8,125.4,-6.17,846.3,59.1,7.1,Mountain
1576,Capsicum,114.9,86.4,114.4,22.98,840.7,65.9,6.27,Loamy
1577,Cotton,109,64.3,58.3,22.34,924.3,62.2,5.93,Alluvial
1578,Rose,146.7,133.9,120.2,27.96,1308.7,72.4,6.8,Red
1579,Avocado,100.3,70.8,103.6,19.04,1069.5,64.2,6.24,Loamy
1580,Sesame,50.6,22.1,26,29.21,417.6,47.7,7.68,Alluvial
1581,Onion,137.1,54.3,112.7,23.21,635.7,71.9,6.23,Black
1582,Gokhru,34.5,39.5,28.1,27.65,432.3,52.9,7.53,Arid/Desert
1583,Karakunda,74.8,46.3,58.9,29.3,1156.5,77.5,7.21,Mountain
1584,Sapota,115.8,67.3,86.6,30.18,1308,83.4,6.25,Alluvial
1585,Bamboo,139.3,64.7,112.6,32.41,1442.1,65.9,6.23,Laterite
1586,Aloe Vera,33.6,26.8,20.8,41.16,226.1,51,7.95,Sandy
1587,Little Millet,37.4,20.9,24.7,28.26,625.6,51.1,6.04,Red
1588,Bitter Gourd,62.5,57.1,73.3,22.11,856.3,58.7,6.84,Alluvial
1589,Cotton,111.4,65.7,50.6,25.16,973.4,62.9,7.89,Black (Regur)
1590,Kalmegh,45.3,35.5,41.4,31.34,1767.4,80.9,6.44,Forest
1591,Lentil,26.4,46.1,22,21.85,470.1,50.9,6.65,Alluvial
1592,Fig,74.5,57.9,80.9,29.9,531.3,41.2,6.87,Sandy
1593,Proso Millet,34.5,22.6,22.5,23.45,430.5,42.3,6.09,Sandy
1594,Broccoli,138.3,84.1,95,23.75,590.7,72.6,6.13,Alluvial
1595,Kiwi,148.1,71,112.2,18.67,1144.3,78.2,5.64,Forest
1596,Bajra,71.6,33.9,39.9,31.66,447.9,48.3,8.18,Alluvial
1597,Moth Beans,20.8,39.8,15.6,30.25,254.2,30.7,8.26,Arid/Desert
1598,Gokhru,38.1,25.7,39.5,29.78,443.1,46.4,7.5,Sandy
1599,Black Pepper,147.7,47.2,193.6,22.09,2362.4,78.8,6.15,Laterite
1600,Wheat,112.6,56.8,41.2,15.47,840.1,45.9,7.49,Black
1601,Ragi,60.5,37.2,34.2,22.53,831.4,52.1,7.63,Laterite
1602,Grapes,108.4,176.7,296.9,25.41,567.5,67.7,7.24,Sandy
1603,Oil Palm,163.2,107.5,220.6,33.87,2041.4,83.6,5.71,Alluvial
1604,Foxtail Millet,46.3,21.1,29.7,30.87,718.5,46.8,6.36,Red
1605,Watermelon,79.1,78.1,86.2,30.74,416.6,48.9,6.61,Arid/Desert
1606,Makhana,75.8,41.8,48.6,30.36,2169.9,90.7,6.06,Peaty
1607,Mentha,133.7,50.2,57.3,30.79,1330.6,69,6.05,Peaty
1608,Tomato,105.8,80.7,106,21.19,761.2,69.9,6.82,Alluvial
1609,Sugarcane,200.2,112.2,130,28.27,2221.4,69.8,7.32,Red
1610,Brahmi,61.4,49.9,41.6,30.62,2192.5,93.7,5.87,Peaty/Marshy
1611,Groundnut,40,57.8,61.8,21.2,609.9,51,6.48,Alluvial
1612,Mustard,91,42.8,26.9,22.39,636.3,42,7.34,Alluvial
1613,Mango,135.6,67.3,114.8,24.79,1117.6,70.4,6.92,Loamy
1614,Spinach,85.3,41.1,59.1,17.14,722.1,77.4,6.07,Alluvial
1615,Jowar,84.9,42.4,42.4,31.77,732.9,59.6,6.91,Loamy
1616,Brinjal,100.6,65.5,73.4,23.28,931.8,60.4,7.07,Alluvial
1617,Grapes,146.9,168.9,224.9,24.77,574.2,60.7,6.56,Sandy
1618,Potato,128,146.5,189.4,22.9,539.1,70.7,5.08,Alluvial
1619,Coffee,101.7,47.6,112.3,23.36,1250.1,76.1,5.26,Red
1620,Ragi,63.9,31.9,40,26.8,566.2,59.6,7.59,Loamy
1621,Rice (Paddy),84.2,48.6,59,23.54,1780.3,78.2,6.91,Peaty/Marshy
1622,Cabbage,145.5,84.9,80.6,25.65,661.7,74.4,6.26,Peaty
1623,Proso Millet,38.9,22.6,22.2,22.32,574.3,52.8,7.18,Red
1624,Pineapple,107.9,49.3,122.8,28.5,2252,83.9,5.23,Forest
1625,Green Gram,25.2,45.2,20.1,29.97,671.1,46.8,7.19,Loamy
1626,Radish,60.1,49.3,75.8,20.13,624.3,72.3,7.02,Sandy Loam
1627,Fenugreek,41.7,49.1,25.5,18.56,404.6,51.1,7.44,Black
1628,Radish,77.9,59.4,74.4,12.52,448.9,54.1,6.53,Alluvial
1629,Bamboo,170.4,60.9,118.9,32.78,2003.9,74.7,5.38,Forest
1630,Cardamom,98,96.6,188.9,17.71,2816.7,91.3,5.22,Laterite
1631,Jackfruit,115.4,47.1,107.5,25.53,2240.6,81.7,5.41,Alluvial
1632,Aloe Vera,37.6,28.9,30,35.16,238.4,38.3,8,Saline
1633,Pear,111.8,67.5,85.3,9.48,818.8,61.6,5.95,Mountain
1634,Cluster Bean,26.1,51.7,24.9,25.58,357.4,40,7.39,Sandy
1635,Coriander,74.8,49.9,42.9,27.53,424.6,58.4,7.42,Alluvial
1636,Sapota,114.1,69.7,101,21.45,1575.8,77.5,7.07,Red
1637,Litchi,101.3,72.5,99.7,22.22,1506.7,73.2,6.58,Forest
1638,Castor Seed,61.4,49.5,33.5,23.41,620.9,48,7.07,Red
1639,Rubber,112.3,77.8,84.9,27.97,2930.9,80,5.57,Laterite
1640,Wood Apple,54.8,36.8,55.8,37.41,670.6,44.4,8.17,Alluvial
1641,Drumstick,52.1,44.1,76,30.5,777.9,62.8,6.42,Sandy
1642,Radish,76.4,41.5,64.5,15.05,610.2,60.7,6.91,Sandy Loam
1643,Marigold,60.9,77,72.5,21.93,782.3,77.1,6.88,Alluvial
1644,Tea (Clone),156.6,32.6,61.5,27.18,2385.5,88.2,5.46,Forest
1645,Pigeon Pea,49.5,60.4,46.7,28.33,885.6,51.6,7.3,Black
1646,Chili,106.8,63.4,77.9,28.09,1087.4,64.9,6.17,Loamy
1647,Lettuce,98.9,52.9,44.5,18.52,560.8,65.8,6.99,Loamy
1648,Toria,74.7,43.2,37.3,14.71,499.7,51.9,7.18,Alluvial
1649,Sunn Hemp,22.1,53.2,32.8,27.42,903,67.2,7.18,Sandy
1650,Isabgol,52.4,32.6,35.7,26.94,269.6,40.8,7.86,Alluvial
1651,Oil Palm,153.7,114.2,245.4,33.96,2438,78.3,5.26,Coastal
1652,Sapota,87.7,78.2,88.5,24.06,1518.2,69.2,6.86,Red
1653,French Bean,81.5,86.9,41.2,24.6,718.5,66.7,5.84,Alluvial
