N,P,K,temperature,humidity,ph,rainfall,label
30.9,45.1,30.4,36.9,53.8,6.91,830.1,Cowpea
102.8,49.1,77.2,33.3,66.6,6.15,822.7,Brinjal
26.8,51.9,34.9,23.5,54.9,6.68,613.7,Arhar Dal
110.5,41.8,71.8,35.3,60.9,5.54,597.7,Brinjal
82.2,48,91,18.8,67.7,6.33,544.7,Carrot
21.6,44.5,26.1,30.9,58.2,6.75,537.8,Mung Bean
44.4,20.3,44.2,32.7,74.7,6.2,824.1,Curry Leaf
116.4,72.7,116.8,31.6,74.7,7.22,1147.4,Papaya
38.2,35.5,26.7,43.8,39.2,6.1,316.7,Pearl Millet
211.1,83.5,115.6,25.2,80.9,6.06,1124.5,Sugarcane
37,50.3,24.5,31.9,63.3,6.46,495.8,Urad Dal
71.4,45.4,96.3,35.9,54.3,7.55,571.2,Muskmelon
65.5,37.7,45.7,27.5,82,7.06,1726.7,Jute
98.8,36.6,44.7,32.6,54.8,6.81,496.8,Jowar
63.3,47.7,38.7,16.6,50.5,6.34,492.1,Garlic
97.5,48.1,52.1,30,49.4,6.17,671.5,Sunflower
77.6,56.9,163,28.2,78.4,6.5,1299.4,Coconut
81.4,45.3,78.3,30.7,50.7,6.6,697.7,Bitter Gourd
66.1,29.4,26.3,39.7,25.3,6.99,265.2,Pearl Millet
31.3,59.5,25.6,31.7,56.8,6.63,865.3,Pigeon Pea
78.7,38.9,86.2,17,63.7,7,583.2,Cabbage
94.7,51.4,129,30,77.5,6.17,1587.2,Coconut
128.4,56,51.6,27.3,71.4,7.37,837,Mentha
174.5,55.2,197.2,37.6,84.5,7.04,1528.2,Banana
61.2,43,144.3,23.2,58.2,6.7,825.4,Grapes
75.8,38.6,64.4,23.4,63.9,6.73,948.6,Snake Gourd
25.1,49.8,34.9,17.2,44.2,6.57,471.7,Gram
87.9,53.8,61,13.9,66.9,6.53,578.7,Lettuce
33.1,52.3,39.9,35.7,55.7,8.29,391.1,Cluster Bean
81.4,30.9,74.1,32.6,42.5,7.1,457.2,Muskmelon
72.9,24.1,37.9,37.5,41.4,7.28,285.9,Pearl Millet
40.8,33.1,23.6,28.2,46.5,6.86,421.6,Safflower
85.3,44.4,84.5,34.2,48.2,6.92,559,Watermelon
83.4,44.8,97.2,21.3,60.1,6.02,504.3,Carrot
67.5,32.3,63.7,26.6,51.3,7.28,778.6,Amla
57.5,43,36.3,21,59.6,6.81,421,Castor
107.5,39.6,46.3,29.3,53.4,6.66,485.8,Sorghum
83.1,45.7,18.8,18.9,47,6.59,455.2,Mustard
29,47.5,35.2,28.9,60.7,7.9,362.5,Chickpea
82.6,61.8,123.6,23.3,63.3,6.77,556.3,Beetroot
80.7,45.2,109,27.4,87.9,6.9,1741,Betel Nut
88.1,39.2,111.9,29.2,82.8,7,2010.2,Jackfruit
67.7,31.9,109,26.4,81.5,5.48,1657.3,Black Pepper
42.4,41.8,40.1,16.6,30.7,7.19,235.1,Cumin
89.9,50.1,56.9,25.3,71.3,6.82,611.9,Lettuce
27.4,50.2,38.1,27.5,61.4,6.57,705.4,Urad Dal
71.2,33.7,25,24.5,52.1,7.69,217.6,Cumin
146.6,55.6,174.4,35.7,66,7.43,1012.7,Banana
30.9,62.1,23.5,28.6,60.5,7.32,771.7,Arhar Dal
96.5,57.8,67.4,13.1,59.2,6.62,480,Turnip
91.4,48.1,47.9,10.6,73.7,6.38,517.4,Spinach
94.4,33.2,70.1,14.8,58.1,6.91,520,Cabbage
103.5,47,84.4,9.7,64.1,6.81,509.1,Cabbage
38,43.7,37.5,27.6,49.9,6.22,960.6,Pigeon Pea
85.2,42.3,30,13.8,39.7,6.86,361.6,Barley
25.9,57.6,26.4,33.6,54.4,7.04,818.1,Arhar Dal
28,26.6,23.9,25.7,62,7.04,812.2,Niger
56.8,19.4,68.6,29.6,44.1,6.57,829.8,Amla
206.9,75.2,94.7,24.1,73.4,7.18,1374.9,Sugarcane
46.9,30.8,36.1,19.1,33.7,7.24,435.3,Coriander
100.5,56,76.4,21.1,68.3,5.67,800.3,Orange
43.7,25.8,52.6,22.9,72.5,7.12,1122.3,Snake Gourd
57.6,36.3,30.5,18.1,46.5,6.61,294.5,Linseed
38.3,47.5,28.5,26.8,57.8,6.93,701.6,Mung Bean
103.2,45.8,179.4,16.7,78.6,5.82,2221.5,Coffee
73.7,48.9,81.1,25.5,66.8,6.69,1564.7,Guava
24.7,53.2,41.5,19.6,65.8,6.92,410.9,Field Pea
52.4,50,58.3,29.5,71.3,7,1151.8,Snake Gourd
9.7,27.4,23.8,33,30.1,7.8,498.4,Guar
59.4,49.6,50.8,25.3,70.8,6.17,719.7,Snake Gourd
63.2,41.5,122.1,31.7,64.6,5.42,697.7,Sweet Potato
44,31.2,36.6,15.7,45.6,6.59,367.2,Linseed
66.7,36,40.7,27.3,78.2,6.47,922.1,Amaranthus
57.2,17.9,38.2,19.6,47.6,7.31,432.2,Fennel
81.4,44,41.2,26.1,51.6,6.78,1065.4,Cotton
106.2,68.9,85.3,36.4,58.3,6.19,1238.8,Orange
117.3,57.1,106.8,35.1,83.3,6.72,1395.2,Ginger
26,48,31.9,19.2,35,7.29,396.5,Gram
208.9,90.1,113.2,34,77.4,6.84,1318.4,Sugarcane
130.8,69.5,51.6,20.1,69.4,6.33,1022.5,Maize
120.1,48.6,148.4,28.8,75.2,5.46,1795.7,Jackfruit
49.7,27,21.4,28,65.3,6.15,611.9,Niger
42.7,28.2,32,18.1,51.5,6.59,301.4,Linseed
36.7,23.7,29.5,25,54.7,6.11,600,Niger
80.2,43.3,56.2,32.7,84.8,6.48,790.8,Okra
67.4,47.9,37.1,16.6,34.7,7.07,287.9,Barley
73.9,47.4,99.8,29.2,90.3,5.95,1556.1,Turmeric
70.6,52.7,80.2,16.4,59.9,6.33,468.4,Turnip
71.3,41.7,59.4,30.7,72.5,6.67,871.6,Snake Gourd
37.3,21.1,29.8,27.1,39.1,8.4,499.5,Ashwagandha
105.2,55.3,116.1,34.6,78.3,6.29,933.1,Ginger
67.7,48.4,93.6,20.4,61.3,7.66,783.8,Grapes
32.6,48.1,50.4,9.9,62.7,6.76,352.7,Field Pea
31.7,51.7,42.6,30.1,57.8,6.35,762,Arhar Dal
103.5,48.5,51.2,14.8,71.3,7.18,611.7,Cauliflower
100.1,39.7,67.4,30.1,74.7,5.99,849.4,Ridge Gourd
86.4,49.8,112.3,24.8,81.6,5.84,2186.5,Jackfruit
85.9,35.5,97.7,26.9,79.4,6.89,2069.2,Betel Nut
104.8,71.3,66.1,17.5,74.2,6.34,507.3,Broccoli
76.3,40.5,64.1,27.3,56.3,5.64,943.9,Lemon
66.3,52,82.5,23,60,6.18,734.2,Pumpkin
86.3,47,15.8,34.3,48.5,6.98,507.7,Bajra
79.8,49,31.6,30.5,41.3,7.13,443.2,Bajra
73.2,40.6,26,12.2,61.6,8.01,398.9,Barley
72.4,47,73.1,37,59.9,6.27,606.5,Watermelon
76.2,35.6,39.4,24.6,69.9,6.89,1163.6,Amaranthus
55.7,33.8,22.1,25.4,40.8,7.13,573.3,Safflower
37,38.6,26.9,30.3,33.2,8.28,415.8,Ber
76.1,39.7,104.8,32.3,73.4,7.14,1945.7,Betel Nut
20.9,18.2,30.3,30.8,44.1,6.94,544.2,Horse Gram
27,54.7,45.3,14.9,56.3,6.19,460.7,Field Pea
23.2,27.6,24.3,15.4,39.5,7.07,275.9,Fenugreek
82.5,32.9,70.8,27.9,48.7,6.52,653.4,Watermelon
31.4,54.9,29,28.4,65.5,6.34,547.8,Greengram
106.6,50.5,44.7,25.9,74.6,6.47,1329,Paddy
57.7,25.7,94.6,25.4,85.2,6.03,1765,Pineapple
85.5,55.8,153.1,24.5,59.2,5.46,776.9,Tobacco
35.4,35.3,28.3,23.9,39.6,7.32,526.5,Ashwagandha
34.3,57.3,31,33.2,59.8,7.22,504,Greengram
62.4,22.9,77.5,31.7,58.6,7.5,918.6,Drumstick
36.2,36.8,29.4,14.9,45,5.88,281.2,Fenugreek
76.3,48.9,102.2,26.6,78.4,7.15,1289.3,Turmeric
56.2,36.7,32.5,24.6,43.8,6.61,364,Coriander
12,17.9,18.2,38.4,48.9,8.5,258.6,Moth Bean
31.4,48.9,34.9,34.8,64.8,6.76,751.1,Cowpea
130.2,52,46.9,26.9,64.2,7.03,379.4,Wheat
39,65.3,51,25.3,59.1,6.44,597.5,Soybean
49.4,27.6,30.3,25.4,40.2,7.35,176.8,Safflower
88.9,37.5,37.3,28.7,61.8,5.87,937.5,Amaranthus
22.5,40.6,28.2,27.2,48.5,7.57,455.4,Gram
110.7,66.3,106.8,15.9,63.1,5.41,1114.9,Orange
37.5,55.7,33.9,19.8,39.7,6.15,325,Lentil
78.1,48.3,72.7,27,77.5,6.16,496.5,Cucumber
81.5,45.4,76.2,25.7,65.7,7.42,744.1,Okra
128.6,63,51.2,32.9,61.5,6.22,749.9,Maize
122.6,38.8,66.3,34.5,70.9,6.99,909.2,Bottle Gourd
112.8,61.6,112.8,26.5,48.4,6.59,597.6,Tomato
95.9,59.4,147.7,22,59.4,6.44,798.7,Tobacco
44.9,33.1,52.2,39.5,50.2,7.84,471.6,Ber
121.4,35,100,25.7,68.4,5.82,1316.9,Orange
94.3,46.1,63.1,20.3,65.5,5.83,844.7,Lemon
55.4,37,113.6,27.7,78.3,5.46,2152.2,Black Pepper
94.7,56.4,133,23.4,64.4,5.88,924.6,Tobacco
38.5,54.1,66.4,31.8,55.2,6.2,734.2,Groundnut
35.2,45.6,25.1,20.7,43.6,7.26,418.8,Gram
28.7,62.7,45,27.5,64.3,6.34,786.4,Soybean
40.5,51.2,32.3,34.1,56.9,7.64,475.4,Cowpea
25.1,34.3,30.7,35.4,36.7,8.53,300.4,Guar
140.1,53.2,184.6,14.2,84.2,5.53,1877,Coffee
115,64.3,104.2,24.9,51.2,6.33,1079.4,Orange
24.1,44.4,46.3,18.3,63.2,6.47,503.5,Pea
139.8,76.6,85.9,18.9,64.6,6.61,637.5,Broccoli
32.4,46.5,20.9,22.7,43.1,7.28,416.4,Lentil
83.4,38.4,79.2,31.1,68.9,6,957.2,Cotton
88.5,45.4,55.6,24,50,6.3,602.9,Sunflower
114.7,54.9,45.3,17,44.9,7.49,506.6,Wheat
86.1,42.1,75.8,24.8,69.1,7.31,1446.2,Guava
87.5,35.5,49.6,21.9,72.3,6.75,445.8,Spinach
88.7,38.6,56.8,22.6,66.5,5.87,1775.3,Guava
74.6,33.7,78.3,25.4,68.4,6.93,1376.1,Guava
80.9,50.5,53.8,24.2,56.3,6.62,535.1,Sunflower
100.8,59.2,50.1,17.5,48.5,7.54,594.6,Wheat
65,70,94.4,23.6,64.4,6.39,470.8,Beetroot
31.8,47.6,29.9,35.1,63.6,6.46,564.2,Greengram
29.7,52.7,34.8,27.8,55.5,6.44,507.8,Mung Bean
55.7,37.6,34.8,23,53.2,8.61,501.3,Ber
79.9,38.2,29.8,22.3,55.3,6.28,487.9,Mustard
57.7,36.3,48.6,34.2,61,6.38,898.9,Curry Leaf
24.7,24.6,20,21.7,44.4,5.54,221.9,Fenugreek
112.3,48.2,132.9,26.9,58.7,6.02,670.7,Tobacco
73.1,48.2,47.5,34,67.4,6.71,822.7,Ridge Gourd
77.6,60.1,56.4,28.8,64.1,6.7,741.3,Ridge Gourd
34.8,57.4,29.3,31.5,66.6,6.89,764.3,Urad Dal
99.5,54.8,87.9,15.3,66.2,6.1,492.7,Carrot
78,56.5,79.8,21.2,53.4,6.35,582.6,Beetroot
154,67.1,88.9,24.9,73.9,6.77,907.5,Tomato
33.5,48.4,35.2,32.9,54.9,7.22,575.4,Blackgram
62.8,39.6,30.8,10.6,35.7,6.8,308.6,Barley
59.2,46.4,90.2,22.2,77.3,5.35,1775.5,Cardamom
131.7,59.2,72.1,21.9,69.6,6.32,457.5,Broccoli
84.2,42,72,29.8,73.8,5.56,812.9,Brinjal
59.5,26.7,72.9,30,53.8,6.47,939,Amla
42.5,25.9,28.1,28.9,41.5,5.95,514.9,Safflower
70.7,17.4,59.3,33.8,54.7,7.69,904.1,Drumstick
39.2,34.8,34.2,14.6,43,6.97,340.9,Linseed
64.1,46.6,116.5,22.6,71.1,5.55,830.7,Sweet Potato
39.8,45.9,47.8,15.8,64.8,6.67,349.8,Pea
32.4,41,29.6,37.3,60.8,7.29,484.4,Cluster Bean
148.9,69.5,58.2,22.2,66.3,6.24,628.6,Broccoli
99.6,54.8,71.9,30.9,81.1,6.02,1289.7,Litchi
8.5,25.9,25.4,7.9,49.5,7.55,399.6,Fenugreek
75.3,42.1,53.2,12.3,63.4,7.43,494.7,Spinach
22.9,35,26.6,34.9,61.4,6.34,427.6,Horse Gram
58.5,30.4,93.7,28.3,80.7,6.13,1901.7,Clove
175.4,54.9,182.1,29,72.1,6.94,1285.2,Banana
110.9,48.6,60.6,17,65.5,6.52,586.6,Lettuce
80.2,52.7,78.1,29,68.4,6.32,554.4,Cucumber
60.7,31.2,66.1,32.4,57.9,7.84,1042.7,Drumstick
78.2,35.9,55.5,31.6,56.3,6.74,655.6,Cotton
63.4,51.2,52.8,22.2,42.6,6,549.5,Sunflower
81.3,70,157.4,32.2,76.9,6.32,1830.3,Taro
28.5,48.5,57.1,19.5,63.6,6.65,496.3,Field Pea
52.3,40.9,64.3,26.7,58.1,6.86,846.5,Pumpkin
63.6,38.9,56.9,32.4,44.8,6.58,668.5,Pomegranate
44.8,27.6,35.2,26.3,41.1,6.1,412.7,Safflower
98.5,55.4,97.8,30.7,88.2,5.56,1922.6,Ginger
98.8,35.3,110.1,31.8,73.9,6.92,1921.6,Betel Nut
71.7,33.5,42.9,30.7,52.8,6.79,975,Drumstick
105.1,38.8,81,32.2,75.8,5.87,1284.3,Litchi
63.6,41.9,23.2,22.4,46.1,6.6,672.9,Mustard
25.2,35.9,35.5,32.3,43.1,6.38,620.8,Horse Gram
114.4,55.4,80.7,16.9,64.8,6.61,590.4,Onion
39.2,27,57.5,26,60.4,7.26,983.1,Curry Leaf
70.6,51.5,94,27.5,71.6,6.49,613.4,Cucumber
85.1,51.9,100.1,9.1,63.6,7.28,662,Cabbage
34.6,45.1,40.5,22.2,48.6,6.98,303.1,Gram
35.1,64.3,49.7,18.2,53.8,6.62,768.7,Soybean
49.2,26.9,47.2,33.6,66.8,6.23,781.6,Curry Leaf
52.3,41.5,70.4,31.9,52.2,7.69,673.5,Drumstick
67.5,48.8,170.8,31.1,82.6,5.97,1632.2,Coconut
71.9,44.6,68.9,29,45.2,6.87,422.4,Muskmelon
24.7,39.9,32.4,23.6,52.2,7.88,453.8,Gram
70.4,43.7,91.3,33.1,53.9,5.84,603.3,Watermelon
106.5,51.4,74.6,34.3,62.5,6.16,776.3,Bitter Gourd
74.6,35.3,60.7,34.3,51.6,6.6,509.2,Muskmelon
95.6,54,76.6,26,67.2,6.19,703.1,Brinjal
56.7,44.7,73.7,26.2,61.8,5.83,1010.3,Lemon
36.5,58.2,22.8,33.8,60.4,7.61,765,Arhar Dal
27.8,52.8,24.1,18.6,49,7.09,363.2,Gram
106,59.7,93.3,10.7,71.1,7.14,549.7,Cauliflower
88.6,50.2,82.2,27.3,68.7,6.58,1053.8,Bitter Gourd
95.5,53.7,38.7,16.2,62.7,7.5,587.7,Wheat
95.2,54.5,61.4,35.4,56.4,7.44,1102.7,Cotton
27.6,47.6,21.4,29.9,54.7,7.27,749.3,Arhar Dal
64.1,44.3,37.4,26.5,69.4,6.18,1108.7,Amaranthus
77,50.9,45.3,26.8,79.6,5.92,821.4,Ridge Gourd
45.9,24.7,47,27.7,67,6.15,896.6,Curry Leaf
11.6,37.3,38.7,32.1,57.1,6.57,662,Horse Gram
49.4,46.8,94.2,21.2,82.1,5.74,2425.7,Cardamom
86,39.1,97.5,28.8,42.7,6.71,597.1,Watermelon
78.6,64.1,128.3,34.6,78.7,6.26,1541.3,Jackfruit
65.5,41.1,57.8,25,61.5,6.8,801.1,Ash Gourd
24.7,50.3,33.5,22.8,62,6.45,412.6,Lentil
125.9,62.5,49.5,24.7,67.2,6.44,622.5,Maize
31.3,54.1,26.8,25.7,55.4,7.56,856.4,Pigeon Pea
55.8,20.3,36.7,22.3,39.2,6.85,483.5,Safflower
97.9,49,46,16,64.9,6.75,526.6,Spinach
46.6,33.1,52.8,33.2,33.4,8.06,382.9,Ber
68.9,47.5,101.2,26.9,95.1,5.2,2679.3,Rubber
142.2,54,85.7,18,69.7,6.76,698.2,Broccoli
86.5,44,78,28.9,50.6,6.84,429.9,Watermelon
88.8,32.2,27.5,30.1,56.5,8.13,394.1,Bajra
94.1,51.7,66.1,29.2,66.1,6.04,627.2,Bottle Gourd
89.6,48.9,53.7,14.1,60.1,6.36,722.1,Cauliflower
83.5,62.8,84.4,22.4,64.7,7.14,579.7,Beetroot
112.2,55.7,79.8,30.2,64,6.56,1260.6,Orange
46.3,36.4,63.4,22.2,81.3,6.86,2566.9,Clove
80.8,49.1,181.4,28.5,95,6.12,1360.5,Coconut
52.3,38.8,25.2,32.3,35.7,6.92,534.2,Safflower
31.8,58.9,37.2,32.9,42.1,7.41,536.2,Cluster Bean
49.7,41.4,102.1,26.8,63.6,5.37,1103.7,Sweet Potato
70.9,44.1,59.8,24.9,59.5,6.57,965.5,Amla
145,76.2,53.6,25.5,81.5,6.74,551.8,Maize
34.5,49,22.6,19.2,47,7.57,443.6,Chickpea
127.6,56.9,52.9,36.2,57.1,6.03,924.7,Cotton
70.9,41.5,47.4,32.8,32.4,8.15,523.6,Castor
32.7,69.9,50.5,22.1,61.7,6.27,871.7,Soybean
53.5,35.9,121.3,25.5,57,7.95,610.1,Grapes
27.3,24.3,33.7,26.8,36.6,7.26,706.4,Ashwagandha
139,65.3,123.8,29.6,67.9,6.27,1452.2,Papaya
67.9,38.8,94.7,10.9,64,7.56,418.6,Carrot
46.6,38.1,24.3,15.4,34,7.43,277.7,Cumin
55.2,29.1,50.8,36.7,62.4,6.84,839,Drumstick
123.2,59.1,140.8,22.5,72.6,6.53,1864.8,Taro
77.7,44.9,80,24.9,67,7.48,1430.4,Guava
69.4,56.5,113.8,23.7,55.8,6.77,609.7,Beetroot
48.3,21.5,30.6,26.8,67.2,7.56,544.1,Niger
113.9,54.6,140.1,21.5,75.8,5.28,1910.7,Coffee
93,52.3,172,30.6,85.9,4.99,1859.2,Coconut
33.5,43.7,22.5,30.6,52.3,6.77,632.1,Cowpea
27,55.2,25.9,27.2,59.3,6.83,671.4,Blackgram
23.9,53.8,31.1,29.6,36.5,6.85,868.4,Pigeon Pea
68.4,47.3,189.4,31.1,78.7,6.72,1046.5,Coconut
173.3,58.9,183.8,33.5,74.2,6.82,1656.4,Banana
119,48.5,147.1,17.4,77.5,5.29,2120.7,Coffee
69.8,42,33.6,13.3,39.7,6.03,424,Barley
21.5,47.1,82.6,32.9,65.3,6.14,779,Groundnut
26.6,67.8,45.9,25.2,60,6.1,894,Soybean
77.1,47.8,84.7,17.9,72.4,6.12,559.9,Cucumber
88.1,39.7,48.2,16.9,60,6.57,420.8,Garlic
93.1,37.4,46.7,12.4,69.4,7.53,456.1,Radish
80.9,42,131,30.4,82.1,6.77,2243.5,Black Pepper
91.5,45.7,71.1,30.9,66.8,6.85,866.2,Bottle Gourd
90.5,39.6,33,26.8,40.7,6.69,467.6,Bajra
73.2,38.8,68.9,30.7,49.7,6.6,396.9,Muskmelon
79,42,50.1,24.8,63.5,6.44,506,Spinach
38,29.6,36,33.6,55.1,6.75,507.7,Horse Gram
83.7,55.5,68.8,28.7,69.4,7.12,831.2,Bottle Gourd
31.5,36.2,23.3,25,41.3,7.07,449,Coriander
88.1,40,38.2,29.6,40.2,6.83,651.7,Jowar
57.6,29.5,58.4,32.7,53.1,6.78,753.9,Drumstick
118.2,56.5,81.7,8.7,58.9,6.74,627.3,Onion
117.6,44.7,36.1,25.9,46.4,6.12,652.3,Sorghum
89.9,45,87.9,30.7,77.7,6.67,2157.7,Betel Nut
55.2,33.8,22.2,29,50.6,6.06,708,Sesame
84,40.4,79.7,31.2,51.4,7.07,589.9,Watermelon
67.2,49.4,29.7,12.7,46.1,7.59,319.4,Barley
86,47.4,61.2,19.8,61,7.06,733.9,Capsicum
38.3,47.8,67.5,30.5,59.3,6.05,814,Groundnut
51,29.4,35.8,17.6,30.7,7.8,264.2,Cumin
101.3,47.9,95.8,30.8,81.8,6.42,1732.8,Ginger
84.2,33.1,96.4,24.2,78,7.25,1700.5,Betel Nut
146.9,58.9,81.1,27.7,62.1,5.58,1253.1,Orange
66.8,29.7,39.2,30.5,71.6,6.49,1903.5,Jute
73.1,32.9,49.3,29.5,73.9,6.38,392.7,Pomegranate
72,48.1,37.9,13.9,55.6,6.44,643.8,Mustard
25.6,45.9,33.8,31.3,58.4,6.75,846.5,Blackgram
112.9,47.3,72.5,23.3,71.4,6.56,449.7,Bitter Gourd
76.4,39.2,27.8,9.2,36.2,6.81,372.4,Barley
55.1,50.6,74.2,26.4,76.9,6.34,518.9,Cucumber
126.2,100.2,102.1,12.8,77,5.87,554.9,Potato
54.7,35.6,105.3,23.6,77.9,5.75,2060.8,Cardamom
68.4,55.2,71,29.4,62.4,6.57,753.6,Okra
84.5,46.4,87.8,34.9,72.1,6.81,1116.8,Guava
74.3,55.5,67.3,14.6,60.2,5.23,519.8,Turnip
70.3,28,37,31.4,80.3,5.48,1465,Jute
100.5,70.8,49.2,22.8,64.7,6.18,693.7,Maize
64,37.5,57.7,29,56.8,7.38,1100.9,Amla
41.6,21.8,21.4,17.5,35.4,6.76,376.1,Fennel
33.9,50.1,45.4,15.1,59.8,7.41,362.7,Field Pea
93.8,23.5,27,28.6,54.6,5.46,533,Ragi
152.4,45.9,47.6,24,71.7,7.55,996.4,Mentha
44,31.5,34.8,17.4,36.4,6.95,355.2,Coriander
75.6,38.4,87.6,32,72.5,6.27,1482,Guava
32.9,50.4,28.9,30.1,62.5,5.81,497,Greengram
75,43.1,49.1,21.4,51.3,6.56,518.2,Sunflower
64.2,48.1,90.1,27.8,72.6,6.78,629.1,Cucumber
102.1,44.3,87.9,27.4,73.7,6.49,1915.6,Ginger
131.9,74.1,124.8,32.8,68.8,6.95,1489.6,Papaya
104.5,55.1,74.6,13.1,70.6,6.96,577.9,Cabbage
49.1,41.9,67.3,20.2,86.8,6.16,1912.9,Cardamom
30.1,56.1,34.4,26.6,72.2,7.16,700,Greengram
133.5,41.1,54,28.3,61.1,6.9,954.2,Cotton
59.5,36.4,51.1,19.8,30.1,4.96,474.1,Pomegranate
47.1,47.2,31.9,28.7,47.5,8.54,465.8,Bajra
75.2,43.5,54.2,15.3,61.1,6.63,505.5,Radish
67.2,35.2,34,34.9,43.5,7.67,456.7,Castor
66.1,60.2,41.3,31.9,53.9,6.84,669,Sorghum
89.8,28,40.5,19.2,63.7,6.31,599.9,Radish
85.9,71.9,118.4,24.4,82.4,6.44,2016.6,Taro
81.3,48.4,86.1,32,83.1,5.4,2113.6,Rubber
71.6,45.2,72.1,33.3,54.6,7.14,565.8,Watermelon
94.7,52.4,90,27.5,87.5,7.28,1458.9,Ginger
128,83.8,94.4,12.2,66.2,4.87,604.9,Potato
81.6,51.5,78,7.4,64.5,6.91,653.3,Cabbage
22.4,24.3,26.2,30.9,73,6.55,420.2,Horse Gram
113.2,52.8,104.7,16.9,66.1,6.74,608.4,Cabbage
69,38.6,66.3,30.5,43.4,6.76,544.6,Muskmelon
60.1,35.3,61.1,27.9,43,6.88,558.7,Drumstick
68.3,44.4,77.4,22.6,59.8,6.47,963.8,Lemon
56.1,41.3,77.5,25.1,51.5,6.72,724.6,Pumpkin
111.3,39.6,50.1,38.3,74.8,6.5,1512.7,Rice
73.2,67.5,166.5,17.8,63.9,6.46,559.8,Beetroot
48.8,23.8,38.7,31.9,48,7.2,662.5,Ragi
95.7,49.9,73.9,26.1,66.5,6.17,622.9,Onion
96.1,48.6,59.9,28.3,68.6,6.53,610.1,Bitter Gourd
62.2,43.3,112.3,33.5,61.2,7.18,896.3,Grapes
45.3,35.5,26.5,15,39.9,6.81,467.2,Coriander
111.4,49.1,41.1,36.9,83.2,5.39,1414.8,Paddy
65.1,38.9,40.5,31,71.2,6.91,479.4,Castor
25.4,47.7,35.4,31.8,56.4,6.77,572.5,Mung Bean
49.8,28.5,33.5,25.4,33.5,8.54,194.5,Ber
117.1,49.2,151.4,21.6,82.2,6.16,1406.9,Taro
62.3,38.2,45.5,25.6,44,5.49,499.7,Castor
93.3,58.1,74.3,29.5,55.9,5.89,1095.9,Orange
47.5,40.8,24.3,32.1,56.6,6.88,567.5,Sesame
36.4,50.6,40.5,20.7,32.8,7.01,482.4,Gram
60.6,26.7,62.6,30.2,61.2,7.61,1111,Tamarind
122.3,60.1,45.8,27.9,93.6,5.56,1296.9,Rice
54.7,37.9,62.4,28.8,69.8,6.68,983.1,Snake Gourd
92.9,40.7,56.4,17.2,62.7,6.3,455.4,Radish
110.5,50.8,62.1,19.6,73.9,6.55,623.6,Lettuce
80.6,51.8,52.8,28.6,55.4,6.51,494.4,Lemon
33.8,49.8,32.3,17.1,50.2,5.97,389.8,Lentil
33.9,72.4,43.4,26.5,67.2,6.79,836.5,Soybean
85.3,55.6,151.7,31.2,86.5,5.71,1757.8,Coconut
113.3,72.5,103.3,31.5,59.9,6.26,986.8,Papaya
73.2,47.1,54.3,25.4,67.6,6.76,962.8,Chilli
67.1,44.4,79.3,16.1,57.6,6.49,436.3,Carrot
50.9,32.1,28.3,20.2,45.6,5.17,633.4,Safflower
50.8,35,29.2,18.3,47.1,6.71,348.4,Linseed
114.2,51.9,152.2,23.5,62.7,6.04,967.9,Tobacco
38.8,52.2,28.3,33,61.5,5.87,668,Greengram
71.3,32.8,96.1,22.9,79.8,5.77,1885.6,Pineapple
133.7,77.1,55.4,26.3,74.6,7.04,1119.1,Maize
61.6,44.2,121.5,25.8,81.1,6.17,1155.9,Sweet Potato
19.7,49.8,35.5,27.4,61.3,5.93,691.2,Pigeon Pea
61.7,38.5,82.7,25.7,80.7,5.3,2094.6,Cardamom
31.9,41.3,31.4,15.2,29.4,5.38,212.7,Fenugreek
24,29.5,32.6,20.6,34.9,7.84,611.3,Ashwagandha
71.6,39.9,60.1,25.4,78.5,7.37,786.3,Ash Gourd
24.7,53,46.8,18.8,66.1,6.6,415.5,Pea
44.6,21.4,30.3,32.6,50.7,6.45,609.9,Sesame
103.5,35.4,48.8,18.8,60.8,5.98,458,Spinach
56.1,28.1,56.7,31.2,64,7.07,790.6,Tamarind
102.9,44,59.7,32.3,49.8,5.87,630.8,Sorghum
26.5,52.9,31.8,24.6,56.5,8.23,516.4,Chickpea
55.3,46.2,70,31,72.4,6.81,884.2,Ash Gourd
124.1,57.6,147.8,23.8,75.3,6.79,1291.2,Taro
89.3,44.4,107.3,33.2,81.1,6.7,1894.4,Betel Nut
65.3,39.8,87.9,27.9,55.2,7.14,699.9,Grapes
32,25.5,28.1,17.4,46,6.71,351.1,Fenugreek
126.1,64,64.7,32.7,80.8,6.06,1804.4,Jackfruit
30,48.9,36.2,32.5,63.7,6.9,848.3,Cowpea
27.3,46.3,48.1,29.8,60.2,7.13,612.5,Mung Bean
144.3,59,49.8,15.3,65.7,7.06,464,Wheat
28,50.7,25.7,20.6,38,6.85,503.3,Lentil
45.7,27.8,60.6,27.4,51.9,6.95,1008.8,Tamarind
26.2,63.2,46.8,15.9,53.1,6.33,432.4,Pea
46,29.1,48.2,36.1,52.4,6.44,1233.1,Curry Leaf
147.9,46.3,46.7,27.4,70,6.77,1017.3,Mentha
26.1,49.6,24.4,20.7,40,7.27,378.1,Gram
26.7,21.4,20.3,33.7,34.6,8.42,353.7,Guar
90,51.6,100.8,25.3,74,7.16,2174.9,Betel Nut
92.9,50.1,70.1,28.8,68.7,7.37,744.5,Okra
